ชื่อสาขา,ห้าง,จังหวัด,ภูมิภาค,STORE_ID,STORE_NAME
สุขุมวิท 50,โลตัส,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00428,LT:SUKHUMVIT50
หนองจอก,โลตัส,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00545,LT:NONGJOK
หลักสี่,โลตัส,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00446,LT:LAKSI
บึงกาฬ,โลตัส,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,S00760,LT-BUENGKAN
นางโรง บุรีรัมย์,โลตัส,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00650,LT-NANG_RUNG-BURIRAM
ปักโคนชัย บุรีรัมย์,โลตัส,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00687,LT-PRAKHONCHAI-BURIRAM
ลำปลายมาศ,โลตัส,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00574,LT-LAM_PLAI_MAT-BURIRAM
สะตึก บุรีรัมย์,โลตัส,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00779,LT-SATUEK-BURIRAM
บางปะกง,โลตัส,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,S00805,LT-BANGPAKONG-CHACHOENGSAO
พนมสารคาม ฉะเชิงเทรา,โลตัส,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,S00623,LT-PANOMSARAKARM-CHACHOENGSAO
ชัยนาท,โลตัส,ชัยนาท,ภาคตะวันตกและตะวันออก,S00375,LT-CHAINAT
แก่งค้อ ชัยภูมิ,โลตัส,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00647,LT-KAENG_KHRO-CHAIYAPHUM
จัตุรัส ชัยภูมิ,โลตัส,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00700,LT-CHATURAT-CHAIYAPHUM
ชัยภูมิ,โลตัส,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00766,LT-CHAIYAPHUM
จันทบุรี,โลตัส,จันทบุรี,ภาคตะวันตกและตะวันออก,S00567,LT-CHANTHABURI
เชียงใหม่,โลตัส,เชียงใหม่,ภาคเหนือ,S00465,LT-HANGDONG-CHIANGMAI
คำเที่ยง เชียงใหม่,โลตัส,เชียงใหม่,ภาคเหนือ,S00495,LT-KAMTIANG-CHIANGMAI
จอมทอง,โลตัส,เชียงใหม่,ภาคเหนือ,S00666,LT-CHOMTHONG-CHIANGMAI
ซูเปอร์มาร์เก็ต โอเอซิส สารภี เชียง ใหม่,โลตัส,เชียงใหม่,ภาคเหนือ,S02262,LT-OASIS_SARAPHI-CHIANGMAI
ฝาง,โลตัส,เชียงใหม่,ภาคเหนือ,S00569,LT-FANG-CHIANGMAI
รวมโชค เชียงใหม่,โลตัส,เชียงใหม่,ภาคเหนือ,S00459,LT-RUAMCHOK-CHIANGMAI
เชียงของ เชียงราย,โลตัส,เชียงราย,ภาคเหนือ,S00652,LT-CHIANG_KONG-CHIANGRAI
แม่จัน เชียงราย,โลตัส,เชียงราย,ภาคเหนือ,S00802,LT-MAE_CHAN-CHIANGRAI
แม่สาย,โลตัส,เชียงราย,ภาคเหนือ,S00645,LT-MAESAI-CHAINGRAI
แหลมฉบัง,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00382,LT-LAMCHABANG-CHONBURI
ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00242,LT-CHONBURI
บ่อวิน,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00221,LT-BORWIN-CHONBURI
บ้านบึง ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00254,LT-BANBUENG-CHONBURI
บ้านสวน ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00742,LT-BAN_SUAN-CHONBURI
พนัสนิคม ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00616,LT-PANUS_NIKHOM-CHONBURI
พัทยา,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00489,LT-SOUTH_PATTAYA-CHONBURI
พัทยาเหนือ,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00693,LT-NORTH_PATTAYA-CHONBURI
ศรีราชา ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S02251,LT-SRIRACHA-CHONBURI
สนามบินอู่ตะเภา ชลบุรี,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00840,LT-U-THAPAO_AIRPORT-CHONBURI
สัตหีบ,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00730,LT-SATTAHIP-CHONBURI
อมตะนคร,โลตัส,ชลบุรี,ภาคตะวันตกและตะวันออก,S00487,LT-AMATANAKORN-CHONBURI
ชุมพร,โลตัส,ชุมพร,ภาคใต้,S00571,LT-CHUMPHON
หลังสวน ชุมพร,โลตัส,ชุมพร,ภาคใต้,S00677,LT-LUNGSUAN-CHUMPHON
กาฬสินธุ์,โลตัส,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00304,LT-KALASIN
กุฉินารายณ์,โลตัส,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00608,LT-KUCHINARAI-KALASIN
สมเด็จ,โลตัส,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00655,LT-SOMDET-KALASIN
กนุวรลักษณ์ กำแพงเพชร,โลตัส,กำแพงเพชร,ภาคเหนือ,S00599,LT-KANUWORALUKBURI-KAMPHAENGPHET
กาญจนบุรี,โลตัส,กาญจนบุรี,ภาคตะวันตกและตะวันออก,S00504,LT-KANCHANABURI
ขอนแก่น,โลตัส,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00579,LT-KHONKAEN
ชุมแพ,โลตัส,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00303,LT-CHUMPAE-KHONKAEN
บ้านศิลา ขอนแก่น,โลตัส,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00582,LT-BAAN_SILA-KHONKAEN
หนองเรือ ขอนแก่น,โลตัส,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00619,LT-NONG_RUA-KHONKAEN
กระบี่,โลตัส,กระบี่,ภาคใต้,S00383,LT-KRABI
ลำปาง,โลตัส,ลำปาง,ภาคเหนือ,S00721,LT-LAMPANG
เลย,โลตัส,เลย,ภาคตะวันออกเฉียงเหนือ,S00660,LT-LOEI
ลพบุรี พลาซ่า,โลตัส,ลพบุรี,ภาคตะวันตกและตะวันออก,S00754,LT-LOPBURI
ลำนาราย ลพบุรี,โลตัส,ลพบุรี,ภาคตะวันตกและตะวันออก,S02194,LT-LAMNARAI-LOPBURI
เชียงยืน มหาสารคาม,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00803,LT-CHIANG_YUEN-MAHASARAKHAM
เสริมไทย มหาสารคาม,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00583,LT-SERMTHAI_COMPLEX-MAHASAKHAM
โกสุมพิสัย มหาสารคาม,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00761,LT-KOSUMPISAI-MAHASAKHAM
บอระบือ มหาสารคาม,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00831,LT-BORABUE-MAHASAKHAM
พยัคฆภูมิพิสัย,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00717,LT-PHAYAKKHAPHUM_PHISAI-MAHASARAKHAM
วาปีปทุม มหาสารคาม,โลตัส,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00727,LT-WAPI_PATHUM-MAHASAKHAM
มุกดาหาร,โลตัส,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,S00798,LT-MUKDAHAN
นครนายก,โลตัส,นครนายก,ภาคตะวันตกและตะวันออก,S00670,LT-NAKHONNAYOK
องครักษ์ นครนายก,โลตัส,นครนายก,ภาคตะวันตกและตะวันออก,S00780,LT-ONGKARAK-NAKHONNAYOK
กำแพงแสน,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00691,LT:KAMPANGSAN-NAKHONPATHOM
นครชัยศรี นครปฐม,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00606,LT:NAKORNCHAISRI-NAKHONPATHOM
นครปฐม,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00643,LT:NAKHONPATHOM
บางเลน นครปฐม,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00637,LT:BANGLEN-NAKHONPATHOM
ศาลายา,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00646,LT:SALAYA:NAKHONPATHOM
สามพราน,โลตัส,นครปฐม,ภาคตะวันตกและตะวันออก,S00799,LT:SAMPRAN-NAKHONPATHOM
ธาตพนม นครพนม,โลตัส,นครพนม,ภาคตะวันออกเฉียงเหนือ,S00624,LT-TADPAN0M-NAKHONPHANOM
นครพนม,โลตัส,นครพนม,ภาคตะวันออกเฉียงเหนือ,S00542,LT-NAKHONPHANOM
โคราช,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00415,LT-NAKHONRATCHASIMA
โนนไทย,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00724,LT-NONTHAI-NAKHONRATCHASIMA
จอกชัย นครราชสีมา,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00586,LT-CHOK_CHAI-NAKHONRATCHASIMA
จอหอ (นครราชสีมา),โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00536,LT-JOR_HOR-NAKHONRATCHASIMA
ด่านขุนทด,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00729,LT-DAN_KHUN_THOD-NAKORN RATCHASIMA
บัวใหญ่,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00739,LT-BUAYAI-NAKHONRATCHASIMA
ประไท นครราชสีมา,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00815,LT-PRATAI-NAKHONRATCHASIMA
ปักธงชัย นครราชสีมา,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00596,LT-PAK_THONG_CHAI-NAKORNRATCHASIMA
ปากช่อง,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00513,LT-PAKCHONG-NAKHONRATCHASIMA
พิมาย,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00663,LT-PHIMAI-NAKHONRATCHASIMA
ศรีค้อ นครราชสีมา,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00610,LT-SI_KHIO-NAKORNRATCHASIMA
หัวทะเล โคราช,โลตัส,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00402,LT-HUA_THALA-NAKHONRATCHASIMA_2
เดอะวอคก์ นครสวรรค์,โลตัส,นครสวรรค์,ภาคเหนือ,S00638,LT-THE_WALK-NAKHONSAWAN
ตาคลี นครสวรรค์,โลตัส,นครสวรรค์,ภาคเหนือ,S00607,LT-TAKLI-NAKHONSAWAN
ลาดยาว นครสวรรค์,โลตัส,นครสวรรค์,ภาคเหนือ,S01303,LT-LAD_YAO-NAKHONSAWAN
โชคดี นครศรีธรรมราช,โลตัส,นครศรีธรรมราช,ภาคใต้,S00686,LT-CHANDEE-NAKHONSITHAMMARAT
ท่าศาลา,โลตัส,นครศรีธรรมราช,ภาคใต้,S00573,LT-THASALA-NAKHONSITHAMMARAT
ทุ่งสง,โลตัส,นครศรีธรรมราช,ภาคใต้,S00500,LT-TUNGSONG-NAKHONSITHAMMARAT
นครศรีธรรมราช,โลตัส,นครศรีธรรมราช,ภาคใต้,S00294,LT-NAKHONSITHAMMARAT
สิชล,โลตัส,นครศรีธรรมราช,ภาคใต้,S00672,LT-SICHON-NAKHONSITHAMMARAT
น่าน,โลตัส,น่าน,ภาคเหนือ,S00719,LT-NAN
หนองบัวลำภู,โลตัส,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,S00572,LT-NONGBUALUMPHU
ท่าบ่อ หนองคาย,โลตัส,หนองคาย,ภาคตะวันออกเฉียงเหนือ,S00708,LT-THABOR-NONGKHAI
หนองคาย,โลตัส,หนองคาย,ภาคตะวันออกเฉียงเหนือ,S00434,LT-ASAWANN_SHOPPING-NONGKHAI
นครอินทร์ บางกรวย,โลตัส,นนทบุรี,กรุงเทพฯและภาคกลาง,S00752,LT:NAKORN_IN_BANGKRUAY-NONTHABURI
นอร์ทราชพฤษ์ นนทบุรี,โลตัส,นนทบุรี,กรุงเทพฯและภาคกลาง,S00704,LT-NORTH_RATCHAPRUEK-NONTHABURI
บางใหญ่,โลตัส,นนทบุรี,กรุงเทพฯและภาคกลาง,S00344,LT:BANGYAI
บางกรวยไทรน้อย,โลตัส,นนทบุรี,กรุงเทพฯและภาคกลาง,S00548,LT:BANGKRUY_SAINOI-NONTHABURI
รัตนาธิเบศร์,โลตัส,นนทบุรี,กรุงเทพฯและภาคกลาง,S00590,LT:RATTANATHIBATE
คลอง 7 รังสิต-นครนายก,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00399,LT:RANGSIT_KLONG7
คลองหลวง,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00735,LT:KLONGLUANG-PATHUMTHANI
นวนคร,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00620,LT:NAVANAKORN
บางกะดี อุตสาหกรรม ปทุมธานี,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00715,LT:BANGKADI_INDUSTRIAL-PATHUMTHANI
บ้านฟ้า,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00617,LT:BAAN_FAH_KLONG6
ปทุมธานี,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00373,LT:PATHUMTHANI
รังสิต,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00278,LT:RANGSIT
รังสิต-นครนายก,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00662,LT:RANGSIT_KLONG4
ลำลูกกา คลอง 2,โลตัส,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00709,LT:LAMLUKKA_KLONG2
แม่ขรี พัทลุง,โลตัส,พัทลุง,ภาคใต้,S00636,LT-MAE_KRI-PATTALUNG
ควนขนุน พัทลุง,โลตัส,พัทลุง,ภาคใต้,S00873,LT-KUAN_KANUN-PHATTHALUNG
พัทลุง,โลตัส,พัทลุง,ภาคใต้,S00457,LT-PHATTHALUNG
เชียงคำ,โลตัส,พะเยา,ภาคเหนือ,S00718,LT-CHIANG_KAM-PHAYAO
พะเยา,โลตัส,พะเยา,ภาคเหนือ,S00639,LT-PHAYAO
เพชรบูรณ์,โลตัส,เพชรบูรณ์,ภาคเหนือ,S00520,LT-PHETCHABUN
บึงสามพราน เพชรบูรณ์,โลตัส,เพชรบูรณ์,ภาคเหนือ,S00736,LT-BUENG_SAM_PHAN-PHETCHABUN
ศรีเทพ เพชรบูรณ์,โลตัส,เพชรบูรณ์,ภาคเหนือ,S00681,LT-SI_THEP-PHETCHABUN
หล่มสัก,โลตัส,เพชรบูรณ์,ภาคเหนือ,S00403,LT-LOMSAK-PHETCHABUN
ชะอำ,โลตัส,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00994,LT-CHA_AM-PHETCHABURI
ท่ายางทาวน์ เพชรบุรี,โลตัส,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00720,LT-THAYANG-PETCHBURI
ท่าหลวง พิจิตร,โลตัส,พิจิตร,ภาคเหนือ,S00621,LT-THALUANG-PHICHIT
ท่าทอง พิษณุโลก,โลตัส,พิษณุโลก,ภาคเหนือ,S00486,LT-THATHONG-PHITSANULOK
พิษณุโลก,โลตัส,พิษณุโลก,ภาคเหนือ,S00342,LT-PHITSANULOK
แพร่,โลตัส,แพร่,ภาคเหนือ,S00710,LT-PHRAE
ฉลอง ภูเก็ต,โลตัส,ภูเก็ต,ภาคใต้,S00566,LT-CHALONG-PHUKET
ถลาง ภูเก็ต,โลตัส,ภูเก็ต,ภาคใต้,S00503,LT-THA_LANG-PHUKET
ภูเก็ต,โลตัส,ภูเก็ต,ภาคใต้,S00451,LT-PHUKET
กบินทร์บุรี,โลตัส,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00701,LT-KRABINBURI-PRACHINBURI
ปราจีนบุรี,โลตัส,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00697,LT-PRACHINBURI
ศรีมหาโพธ ปราจีนบุรี,โลตัส,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00756,LT-SRIMAHAPHOT-PRACHINBURI
ประจวบคีรีขันธ์,โลตัส,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00696,LT-PRACHUAPKHIRIKHAN
ปราณบุรี,โลตัส,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00665,LT-PRANBURI-PRACHUAPKHIRIKHAN
หัวหิน,โลตัส,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00390,LT-HUAHIN-PRACHUAPKHIRIKHAN
ระนอง,โลตัส,ระนอง,ภาคใต้,S00682,LT-RANONG
บ้านโป่ง,โลตัส,ราชบุรี,ภาคตะวันตกและตะวันออก,S00481,LT-BANPONG-RATCHABURI
ราชบุรี,โลตัส,ราชบุรี,ภาคตะวันตกและตะวันออก,S00471,LT-RATCHABURI
แกลง ระยอง,โลตัส,ระยอง,ภาคตะวันตกและตะวันออก,S00712,LT-KLANG-RAYONG
นิคมพัฒนา ระยอง,โลตัส,ระยอง,ภาคตะวันตกและตะวันออก,S00633,LT-NIKOMPATTANA-RAYONG
บ้านฉาง ระยอง,โลตัส,ระยอง,ภาคตะวันตกและตะวันออก,S00825,LT-BANCHANG-RAYONG
มาบตาพุด,โลตัส,ระยอง,ภาคตะวันตกและตะวันออก,S00695,LT-MAP_TA_PHUT-RAYONG
ระยอง,โลตัส,ระยอง,ภาคตะวันตกและตะวันออก,S00538,LT-RAYONG
โพนทอง,โลตัส,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,S00531,LT-PHONTHONG-ROIET
ร้อยเอ็ด,โลตัส,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,S00684,LT-ROIET
วังน้ำเย็น (สระแก้ว),โลตัส,สระแก้ว,ภาคตะวันตกและตะวันออก,S00612,LT-WANGNAMYEN-SAKAEO
อรัญประเทศ,โลตัส,สระแก้ว,ภาคตะวันตกและตะวันออก,S00366,LT-ARANYAPRATHET-SAKAEO
สกลนคร,โลตัส,สกลนคร,ภาคตะวันออกเฉียงเหนือ,S00611,LT-SAKONNAKHON
สว่างแดนดิน,โลตัส,สกลนคร,ภาคตะวันออกเฉียงเหนือ,S00589,LT-SAWANGDANDIN-SAKONNAKHON
ซิตี้พาร์ค บางพลี,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00272,LT:CITY_PARK-BANGPLEE
บางบ่อ สมุทรปราการ,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00725,LT-BANG_BO-SAMUTPRAKAN
บางปู สมุทรปราการ,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00477,LT:BANGPU
บางพลี,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00557,LT:BANGPLEE
พฤกษา อเวนิว ศรีนครินทร์ สมุทรปราการ,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00860,LT:PRUKSA_AVENUE_SRINAKARIN
ศรีนครินทร์,โลตัส,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00530,LT:SRINAKARIN
กระทุ่มแบน,โลตัส,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00521,LT:KRATUMBAN-SAMUTSAKHON
มหาชัย 2,โลตัส,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00749,LT:MAHACHAI_2-SAMUTSAKHON
สมุทรสงคราม,โลตัส,สมุทรสงคราม,ภาคตะวันตกและตะวันออก,S00819,LT-SAMUTSONGKRAM
สระบุรี,โลตัส,สระบุรี,ภาคตะวันตกและตะวันออก,S00210,LT-SARABURI
สตูล,โลตัส,สตูล,ภาคใต้,S00593,LT-SATUN
สิงห์บุรี,โลตัส,สิงห์บุรี,ภาคตะวันตกและตะวันออก,S00509,LT-SINGBURI
กันทรลักษ์,โลตัส,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00694,LT-KANTARARAK-SISAKET
ขุขัน ศรีสะเกษ,โลตัส,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00673,LT-KHU_KHUN-SISAKET
ศรีสะเกษ,โลตัส,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00716,LT-SISAKET
อุทุมพรพิสัย ศรีสะเกษ,โลตัส,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00772,LT-UTHUMPORNPISAI-SISAKET
จะนะ สงขลา,โลตัส,สงขลา,ภาคใต้,S00740,LT-JANA-SONGKHLA
สงขลา,โลตัส,สงขลา,ภาคใต้,S00585,LT-SONGKHLA
สะเดา สงขลา,โลตัส,สงขลา,ภาคใต้,S00333,LT-SADAO-SONGKHLA
หาดใหญ่,โลตัส,สงขลา,ภาคใต้,S00456,LT-HADYAI-SONGKHLA
หาดใหญ่ 2,โลตัส,สงขลา,ภาคใต้,S00483,LT-HADYAI2-SONGKHLA
สามชุก สุพรรณบุรี,โลตัส,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00664,LT-SAMCHUK-SUPHANBURI
สุพรรณบุรี,โลตัส,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00577,LT-SUPHANBURI
อู่ทอง สุพรรณบุรี,โลตัส,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00561,LT-U_THONG-SUPHANBURI
เวียงสระ,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00360,LT-WIENG_SA-SURATTHANI
ไชยา,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00822,LT-CHAIYA-SURATTHANI
บ้านตาขุน สุราษฏร์ธานี,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00787,LT-BAN_THA_KHUN-SURATTHANI
ละไม เกาะสมุย,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00738,LT-LAMAI-SAMUI-SURATTHANI
เกาะสมุย,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00669,LT-SAMUI-SURATTHANI
สุราษฎร์ธานี,โลตัส,สุราษฎร์ธานี,ภาคใต้,S00454,LT-SURATTHANI
ท่าตูม สุรินทร์,โลตัส,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00807,LT-THATUM-SURIN
ปราสาท สุรินทร์,โลตัส,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00618,LT-PRASAT_SURIN
สังขละ สุรินทร์,โลตัส,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00748,LT-SUNGKLA-SURIN
สุรินทร์,โลตัส,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00744,LT-SURIN
แม่สอด ตาก,โลตัส,ตาก,ภาคเหนือ,S00734,LT-MAESOD-TAK
ตาก,โลตัส,ตาก,ภาคเหนือ,S00765,LT-TAK
ตรัง,โลตัส,ตรัง,ภาคใต้,S00439,LT-TRANG
ตราด,โลตัส,ตราด,ภาคตะวันตกและตะวันออก,S00587,LT-TRAT
เดชอุดม,โลตัส,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00592,LT-DECH_UDOM-UBONRATCHATHANI
ตระการพืชผล,โลตัส,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00741,LT-TRAKARN_PEUTPON-UBONRATCHATHANI
พิบูลมังสาหาร,โลตัส,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00654,LT-PHIBUN_MANGSAHARN-UBONRATCHATHANI
วารินชำราบ,โลตัส,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00628,LT-WARINCHAMRAB-UBONRATCHATHANI
อุบลราชธานี,โลตัส,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00747,LT-UBONRATCHATHANI
กุมภวาปี อุดรธานี,โลตัส,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00546,LT-KUMPAWAPEE-UDONTHANI
บ้านผือ อุดรธานี,โลตัส,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00758,LT-BANPHUE-UDONTHANI
อุดรธานี,โลตัส,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00411,LT-UDONTHANI
อุดรธานี 2,โลตัส,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00522,LT-NADEE-UDONTHANI_2
หนองช้าง อุทัยธานี,โลตัส,อุทัยธานี,ภาคเหนือ,S00770,LT-NONG_CHANG-UTHAITHANI
อุตรดิตถ์,โลตัส,อุตรดิตถ์,ภาคเหนือ,S00499,LT-UTTARADIT
ยะลา,โลตัส,ยะลา,ภาคใต้,S00987,LT-YALA
ยโสธร,โลตัส,ยโสธร,ภาคตะวันออกเฉียงเหนือ,S00692,LT-YASOTHON
อำนาจเจริญ,แมคโคร,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,S01439,MK-AMNATCHAROEN
อยุธยา,แมคโคร,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,S00371,MK-AYUTTHAYA
เพชรเกษม,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00847,MK:PETCHKASEM
กัลปพฤกษ์,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01706,MK:KANLAPAPHRUEK
จรัญสนิทวงศ์,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00168,MK:CHARUNSANITWONG
บางบอน,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00200,MK:BANGBON
ประชาอุทิศ,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01438,MK:PRACHAUTHIT
รามคำแหง 24,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S02236,MK:RAMKAMHANG_24
รามอินทรา,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00792,MK:RAMINTRA
ลาดพร้าว,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00199,MK:LADPRAO
สาทร,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00149,MK:SATHORN
สามเสน,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00685,MK:SAMSEN
หนองจอก,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00851,MK:NONGJOK
อุดมสุข,แมคโคร,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01707,MK:UDOMSUK
บึงกาฬ,แมคโคร,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,S00165,MK-BUENGKAN
บุรีรัมย์,แมคโคร,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00215,MK-BURIRAM
ฉะเชิงเทรา,แมคโคร,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,S00288,MK-CHACHOENGSAO
ชัยนาท,แมคโคร,ชัยนาท,ภาคตะวันตกและตะวันออก,S00540,MK-CHAINAT
ชัยภูมิ,แมคโคร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00274,MK-CHAIYAPHUM
